0, 0.0576554,  0.0576554,   0.057638,    0.056911,   0.0555428,   0.0513083
1, 0.0602311,  0.0602311,   0.0601543,   0.0596776,  0.0585101,   0.0548208
2, 0.0629162,  0.0629162,   0.0628185,   0.0610444,  0.0602755,   0.0560795
3, 0.0674304,  0.0674304,   0.0673341,   0.0632445,  0.0626548,   0.0588794
4, 0.0713096,  0.0713096,   0.0712088,   0.0676832,  0.0671208,   0.0626464
5, 0.0713096,  0.0747972,   0.0748009,   0.0719298,  0.071251,    0.0672039
