0, 0.0166442,   0.0341855,  0.0576554,  0.0703304,  0.0709903
1, 0.0219188,   0.0392186,  0.0602311,  0.0722327,  0.0728651
2, 0.0245242,   0.0437091,  0.0629162,  0.0741029,  0.0747046
3, 0.0272192,   0.0468041,  0.0674304,  0.0784627,  0.0788302
4, 0.0332132,   0.0532767,  0.0713096,  0.0819721,  0.0823353
5, 0.0398689,   0.0583532,  0.0747972,  0.0844847,  0.0848706
